"SeqResMsgPapel","Resultado","AtitudeUsr","NroEmpresa","ResultadoCmpl","Grupo","Ordem","TipoDest","Papel","Canal","SeqTxtPadrao","Template","Remetente","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","PesFormulario","PesResultado","QTDEDIAS","QTDEHU","SEQCONTAENVIO","TIPOPREFENVIO","INDENVIAQLQERHORA","EMUSO","PRIORIDADE","DESCRICAOMENSAGEM","OBJETIVOMSG"
"236","127"," ","5","Insatisfeito Serviço","1","1","USR","9","EML","42","","","19/02/2015 17:56:17","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"237","127"," ","1","Insatisfeito Serviço","1","1","USR","8","EML","42","","","19/02/2015 17:56:17","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"238","127"," ","1","Insatisfeito Vendas","1","1","USR","242","EML","42","","","19/02/2015 17:56:15","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"239","127"," ","2","Insatisfeito Peças","1","1","USR","273","EML","42","","","19/02/2015 17:54:16","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"240","127"," ","2","Insatisfeito Serviço","1","1","USR","13","EML","42","","","19/02/2015 17:54:16","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"241","127"," ","2","Insatisfeito Vendas","1","1","USR","244","EML","42","","","19/02/2015 17:54:15","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"242","127"," ","3","Insatisfeito Peças","1","1","USR","274","EML","42","","","19/02/2015 17:54:15","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"243","127"," ","3","Insatisfeito Serviço","1","1","USR","11","EML","42","","","19/02/2015 17:54:15","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"244","127"," ","3","Insatisfeito Vendas","1","1","USR","243","EML","42","","","19/02/2015 17:54:15","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"247","127"," ","","Insatisfeito Vendas","1","1","USR","127","EML","42","","","19/02/2015 18:01:39","JACQUELINE.DUARTE","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"254","228"," ","","","1","1","USR","290","EML","37","","","18/03/2015 10:50:17","JACQUELINE.DUARTE","30/11/2017 17:10:59","VANESSA.ALVES","","","","","","","","1","5","",""
"259","206"," ","","","1","1","USR","290","EML","46","","","20/05/2015 12:37:59","JULIANA.PLACIDI","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"260","206"," ","","","1","1","USR","467","EML","46","","","20/05/2015 13:11:20","JULIANA.PLACIDI","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"262","316"," ","","","1","1","USR","-5","EML","47","","","25/06/2015 10:53:36","JULIANA.PLACIDI","","","","","","","","","","1","5","",""
"263","316"," ","","","1","2","USR","-8","EML","47","","","25/06/2015 10:58:52","JULIANA.PLACIDI","25/06/2015 10:59:47","JULIANA.PLACIDI","","","","","","","","1","5","",""
"268","436"," ","","","1","1","USR","446","EML","50","","","02/10/2015 17:46:31","VTCCONS","11/12/2017 17:26:45","VANESSA.ALVES","","","","","","","","1","5","",""
"277","189"," ","","Insatisfeito","","","USR","354","EML","15","","#ATD","15/01/2016 17:22:58","JULIANA.PLACIDI","","","","","","","","","","1","5","",""
"307","485"," ","","","1","1","USR","447","EML","51","","","13/04/2016 09:56:20","JULIANA.PLACIDI","11/12/2017 17:35:51","VANESSA.ALVES","","","","","","","","1","5","",""
"308","485"," ","","","1","1","USR","290","EML","51","","","13/04/2016 10:22:39","JULIANA.PLACIDI","11/12/2017 17:35:51","VANESSA.ALVES","","","","","","","","1","5","",""
"318","444"," ","","","1","1","USR","290","EML","53","","","10/05/2016 11:59:13","JULIANA.PLACIDI","11/12/2017 17:28:26","VANESSA.ALVES","","","","","","","","1","5","",""
"321","444"," ","","Regional Ribeirão","1","1","USR","242","EML","53","","","10/05/2016 12:07:26","JULIANA.PLACIDI","11/12/2017 17:28:26","VANESSA.ALVES","","","","","","","","1","5","",""
"322","444"," ","","Regional Franca","1","1","USR","245","EML","53","","","10/05/2016 12:05:47","JULIANA.PLACIDI","11/12/2017 17:28:26","VANESSA.ALVES","","","","","","","","1","5","",""
"323","444"," ","","Regional Barretos","1","1","USR","243","EML","53","","","10/05/2016 12:04:34","JULIANA.PLACIDI","11/12/2017 17:28:26","VANESSA.ALVES","","","","","","","","1","5","",""
"324","444"," ","","Regional Araraquara","1","1","USR","244","EML","53","","","10/05/2016 12:03:55","JULIANA.PLACIDI","11/12/2017 17:28:26","VANESSA.ALVES","","","","","","","","1","5","",""
"331","258"," ","","","1","1","USR","-3","EML","55","","","18/05/2016 09:54:06","JULIANA.PLACIDI","30/11/2017 17:09:17","VANESSA.ALVES","","","","","","","","1","5","",""
"332","258"," ","","","1","1","USR","656","EML","55","","","18/05/2016 09:53:26","JULIANA.PLACIDI","30/09/2020 17:03:24","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"341","39"," ","3","","1","1","USR","243","EML","57","","crm@colorado.com.br","31/05/2016 15:38:47","BRUNA.FELICIO","21/08/2022 14:24:25","VTCCONS","","","","0,00","","","","1","5","",""
"343","39"," ","1","","1","1","USR","127","EML","57","","crm@colorado.com.br","31/05/2016 15:42:31","BRUNA.FELICIO","","","","","","","","","","1","5","",""
"364","539"," ","","","1","1","USR","522","EML","61","","","04/08/2016 16:32:54","VANESSA.ALVES","11/12/2017 17:32:37","VANESSA.ALVES","","","","","","","","1","5","",""
"365","539"," ","","","1","1","USR","290","EML","61","","","04/08/2016 16:56:11","VANESSA.ALVES","11/12/2017 17:32:37","VANESSA.ALVES","","","","","","","","1","5","",""
"370","562"," ","","","1","1","USR","290","EML","63","","","12/08/2016 11:56:19","VANESSA.ALVES","11/12/2017 17:32:11","VANESSA.ALVES","","","","","","","","1","5","",""
"372","562"," ","","Vendas","1","1","USR","-5","EML","63","","","12/08/2016 11:56:17","VANESSA.ALVES","11/12/2017 17:32:11","VANESSA.ALVES","","","","","","","","1","5","",""
"373","562"," ","","Serviços","1","1","USR","819","EML","63","","","12/08/2016 11:56:17","VANESSA.ALVES","18/11/2024 14:47:21","MATHEUS.AUGUSTO","","","","0,00","","","","1","5","",""
"374","562"," ","","Serviços","1","1","USR","354","EML","63","","","12/08/2016 11:56:16","VANESSA.ALVES","11/12/2017 17:32:11","VANESSA.ALVES","","","","","","","","1","5","",""
"375","562"," ","","Financeiro","1","1","USR","520","EML","63","","","12/08/2016 11:56:15","VANESSA.ALVES","11/12/2017 17:32:11","VANESSA.ALVES","","","","","","","","1","5","",""
"377","562"," ","","Contabilidade","1","1","USR","441","EML","63","","","12/08/2016 11:56:14","VANESSA.ALVES","11/12/2017 17:32:11","VANESSA.ALVES","","","","","","","","1","5","",""
"378","562"," ","","Contabilidade","1","1","USR","-3","EML","63","","","12/08/2016 11:56:13","VANESSA.ALVES","01/08/2024 09:18:16","MATHEUS.AUGUSTO","","","","0,00","","","","0","5","",""
"380","457"," ","","","1","1","USR","290","EML","64","","","12/08/2016 12:59:00","VANESSA.ALVES","11/12/2017 17:36:44","VANESSA.ALVES","","","","","","","","1","5","",""
"381","457"," ","","","1","1","USR","-5","EML","64","","","12/08/2016 12:58:59","VANESSA.ALVES","11/12/2017 17:36:44","VANESSA.ALVES","","","","","","","","1","5","",""
"382","127"," ","","Insatisfeito AMS","1","1","USR","290","EML","42","","","12/08/2016 15:50:21","VANESSA.ALVES","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"390","206"," ","1","À Vista","1","1","USR","127","EML","65","","","30/08/2016 15:02:14","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"391","206"," ","6","À Vista","1","1","USR","127","EML","65","","","30/08/2016 15:02:13","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"392","206"," ","","À Vista","1","1","USR","520","EML","65","","","30/08/2016 14:38:54","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"393","206"," ","","À Vista","1","1","USR","441","EML","65","","","30/08/2016 14:38:52","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"396","206"," ","","À Vista","1","1","USR","290","EML","65","","","30/08/2016 14:38:43","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"397","206"," ","","À Vista","1","1","USR","449","EML","65","","","30/08/2016 15:10:10","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"399","206"," ","","À Vista","1","1","USR","-3","EML","65","","","30/08/2016 15:41:15","VANESSA.ALVES","01/08/2024 09:17:11","MATHEUS.AUGUSTO","","","","0,00","","","","0","5","",""
"416","330"," ","","","1","1","USR","231","EML","66","","","20/09/2016 17:04:12","VANESSA.ALVES","30/01/2018 10:05:53","VANESSA.ALVES","","","","","","","","1","5","",""
"419","330"," ","","","1","1","USR","239","EML","66","","","20/09/2016 17:00:48","VANESSA.ALVES","30/01/2018 10:05:53","VANESSA.ALVES","","","","","","","","1","5","",""
"422","330"," ","","","1","1","USR","577","EML","66","","","20/09/2016 17:00:47","VANESSA.ALVES","30/01/2018 10:05:53","VANESSA.ALVES","","","","","","","","1","5","",""
"426","127"," ","","Insatisfeito Vendas","1","1","USR","290","EML","42","","","18/10/2016 15:24:53","VANESSA.ALVES","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"427","127"," ","","Insatisfeito Serviço","1","1","USR","290","EML","42","","","18/10/2016 15:24:52","VANESSA.ALVES","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"428","127"," ","","Insatisfeito Peças","1","1","USR","290","EML","42","","","18/10/2016 15:24:46","VANESSA.ALVES","13/12/2018 14:19:23","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"429","127"," ","","Insatisfeito AMS","1","1","USR","875","EML","42","","","18/10/2016 15:30:36","VANESSA.ALVES","11/03/2024 15:49:40","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"431","436"," ","","","1","1","USR","656","EML","50","","","06/12/2016 11:38:18","VANESSA.ALVES","08/10/2020 15:04:32","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"432","444"," ","","","1","1","USR","656","EML","53","","","01/02/2017 16:00:58","VANESSA.ALVES","14/03/2022 08:36:08","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"435","206"," ","","","1","1","USR","290","EML","68","","","15/02/2017 15:51:41","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"437","206"," ","","","1","1","USR","516","EML","68","","","16/02/2017 08:18:04","VANESSA.ALVES","30/11/2017 16:42:04","VANESSA.ALVES","","","","","","","","1","5","",""
"439","330"," ","","","1","1","USR","448","EML","66","","","03/03/2017 16:31:20","VANESSA.ALVES","30/01/2018 10:03:40","VANESSA.ALVES","","","","","","","","1","5","",""
"440","731"," ","1","","1","1","USR","127","EML","69","","","03/03/2017 16:45:58","VANESSA.ALVES","10/04/2018 13:01:55","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"441","731"," ","7","","1","1","USR","782","EML","69","","","03/03/2017 16:45:48","VANESSA.ALVES","12/03/2024 08:22:22","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"443","731"," ","2","","1","1","USR","747","EML","69","","","03/03/2017 16:45:01","VANESSA.ALVES","15/03/2022 08:19:31","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"445","731"," ","11","","1","1","USR","127","EML","69","","","03/03/2017 16:44:43","VANESSA.ALVES","11/12/2017 17:29:55","VANESSA.ALVES","","","","","","","","1","5","",""
"446","731"," ","","","1","1","USR","449","EML","69","","","03/03/2017 16:44:01","VANESSA.ALVES","11/12/2017 17:29:55","VANESSA.ALVES","","","","","","","","1","5","",""
"447","731"," ","","","1","1","USR","290","EML","69","","","03/03/2017 16:35:12","VANESSA.ALVES","11/12/2017 17:29:55","VANESSA.ALVES","","","","","","","","1","5","",""
"448","731"," ","","","1","1","USR","-5","EML","69","","","03/03/2017 16:35:12","VANESSA.ALVES","11/12/2017 17:29:55","VANESSA.ALVES","","","","","","","","1","5","",""
"449","731"," ","","","1","1","USR","520","EML","69","","","03/03/2017 16:35:11","VANESSA.ALVES","11/12/2017 17:29:55","VANESSA.ALVES","","","","","","","","1","5","",""
"454","731"," ","","","1","1","USR","441","EML","69","","","03/03/2017 16:35:08","VANESSA.ALVES","11/12/2017 17:29:55","VANESSA.ALVES","","","","","","","","1","5","",""
"2637","2515"," ","9","","1","1","USR","957","EML","207","","","22/01/2025 07:41:16","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2638","2515"," ","14","","1","1","USR","962","EML","207","","","22/01/2025 07:41:16","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2639","2515"," ","11","","1","1","USR","959","EML","207","","","22/01/2025 07:41:17","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2640","2515"," ","4","","1","1","USR","954","EML","207","","","22/01/2025 07:41:18","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2641","2515"," ","12","","1","1","USR","960","EML","207","","","22/01/2025 07:41:19","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2642","2515"," ","5","","1","1","USR","955","EML","207","","","22/01/2025 07:41:19","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2643","2515"," ","15","","1","1","USR","963","EML","207","","","22/01/2025 07:41:19","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2644","2515"," ","10","","1","1","USR","958","EML","207","","","22/01/2025 07:41:19","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2645","2515"," ","18","","1","1","USR","966","EML","207","","","22/01/2025 07:41:20","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2646","2515"," ","7","","1","1","USR","956","EML","207","","","22/01/2025 07:41:20","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2647","2515"," ","1","","1","1","USR","951","EML","207","","","22/01/2025 07:41:21","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2648","2515"," ","13","","1","1","USR","961","EML","207","","","22/01/2025 07:41:21","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2649","2515"," ","17","","1","1","USR","965","EML","207","","","22/01/2025 07:41:21","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2650","2515"," ","16","","1","1","USR","964","EML","207","","","22/01/2025 07:41:22","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2651","2515"," ","","","1","1","USR","255","EML","207","","","22/01/2025 07:46:07","MATHEUS.AUGUSTO","22/01/2025 08:27:42","MATHEUS.AUGUSTO","","","0","0,00","","","","0","5","",""
"2652","2582"," ","13","","","","USR","961","EML","202","","","11/02/2025 07:46:38","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2653","2582"," ","","","","","USR","862","EML","202","","","11/02/2025 14:11:47","NETO.PRADO","13/02/2025 08:17:47","NETO.PRADO","","","0","0,00","","","","0","5","",""
"2654","3306"," ","2","","1","1","USR","952","EML","207","","","28/02/2025 15:33:28","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2655","3306"," ","2","","1","1","USR","1126","EML","207","","","28/02/2025 15:33:38","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2656","3306"," ","3","","´1","1","USR","953","EML","207","","","28/02/2025 15:34:50","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2657","3306"," ","3","","1","1","USR","1124","EML","207","","","28/02/2025 15:34:54","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2658","3306"," ","9","","1","1","USR","957","EML","207","","","28/02/2025 15:35:39","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2659","3306"," ","9","","1","1","USR","1123","EML","207","","","28/02/2025 15:35:39","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2660","3306"," ","14","","1","1","USR","962","EML","207","","","28/02/2025 15:36:36","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2661","3306"," ","14","","1","1","USR","1256","EML","207","","","28/02/2025 15:36:36","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2662","3306"," ","11","","1","1","USR","959","EML","207","","","28/02/2025 15:37:11","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2663","3306"," ","11","","1","1","USR","1125","EML","207","","","28/02/2025 15:37:12","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2664","3306"," ","4","","1","1","USR","954","EML","207","","","28/02/2025 15:37:57","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2665","3306"," ","4","","1","1","USR","1158","EML","207","","","28/02/2025 15:37:57","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2666","3306"," ","12","","1","1","USR","960","EML","207","","","28/02/2025 15:38:44","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2667","3306"," ","12","","1","1","USR","1127","EML","207","","","28/02/2025 15:38:44","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2668","3306"," ","5","","1","1","USR","955","EML","207","","","28/02/2025 15:39:26","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2669","3306"," ","5","","1","1","USR","1159","EML","207","","","28/02/2025 15:39:26","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2670","3306"," ","15","","1","1","USR","963","EML","207","","","28/02/2025 15:40:01","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2671","3306"," ","15","","1","1","USR","1257","EML","207","","","28/02/2025 15:40:02","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2672","3306"," ","10","","1","1","USR","958","EML","207","","","28/02/2025 15:40:41","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2673","3306"," ","10","","1","1","USR","1160","EML","207","","","28/02/2025 15:40:41","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2674","3306"," ","18","","1","1","USR","966","EML","207","","","28/02/2025 15:41:30","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2675","3306"," ","18","","1","1","USR","1260","EML","207","","","28/02/2025 15:41:30","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2676","3306"," ","7","","1","1","USR","956","EML","207","","","28/02/2025 15:42:04","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2677","3306"," ","7","","1","1","USR","1122","EML","207","","","28/02/2025 15:42:05","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2678","3306"," ","1","","1","1","USR","951","EML","207","","","28/02/2025 15:42:43","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2679","3306"," ","1","","1","1","USR","1121","EML","207","","","28/02/2025 15:42:43","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2680","3306"," ","13","","1","1","USR","961","EML","207","","","28/02/2025 15:43:16","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2681","3306"," ","13","","1","1","USR","1255","EML","207","","","28/02/2025 15:43:16","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2682","3306"," ","17","","1","1","USR","965","EML","207","","","28/02/2025 15:43:48","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2683","3306"," ","17","","1","1","USR","1259","EML","207","","","28/02/2025 15:43:49","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2684","3306"," ","16","","1","1","USR","964","EML","207","","","28/02/2025 15:44:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2685","3306"," ","16","","1","1","USR","1258","EML","207","","","28/02/2025 15:44:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2686","2578"," ","14","","1","1","USR","962","EML","198","","","05/03/2025 16:52:30","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2687","2579"," ","14","","1","1","USR","962","EML","199","","","05/03/2025 16:54:13","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2688","2581"," ","14","","1","1","USR","962","EML","201","","","05/03/2025 16:55:59","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2689","2582"," ","14","","1","1","USR","962","EML","202","","","05/03/2025 16:56:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2690","2587"," ","14","","1","1","USR","962","EML","206","","","05/03/2025 16:58:10","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2691","2678"," ","","","1","1","USR","862","EML","207","","","14/03/2025 09:59:57","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2692","2581"," ","","","1","1","USR","879","EML","201","","","26/03/2025 10:02:32","MATHEUS.AUGUSTO","27/03/2025 12:13:54","MATHEUS.AUGUSTO","","","0","0,00","","","","0","5","",""
"2693","3488"," ","2","","1","1","USR","1126","EML","213","","","11/04/2025 10:23:17","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2694","3488"," ","3","","1","1","USR","1124","EML","213","","","11/04/2025 10:23:18","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2695","3488"," ","9","","1","1","USR","1123","EML","213","","","11/04/2025 10:23:18","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2696","3488"," ","14","","1","1","USR","1256","EML","213","","","11/04/2025 10:23:18","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2697","3488"," ","11","","1","1","USR","1125","EML","213","","","11/04/2025 10:23:18","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2698","3488"," ","4","","1","1","USR","1158","EML","213","","","11/04/2025 10:23:19","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2699","3488"," ","12","","1","1","USR","1127","EML","213","","","11/04/2025 10:23:19","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2700","3488"," ","5","","1","1","USR","1159","EML","213","","","11/04/2025 10:23:19","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2701","3488"," ","15","","1","1","USR","1257","EML","213","","","11/04/2025 10:23:19","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2702","3488"," ","10","","1","1","USR","1160","EML","213","","","11/04/2025 10:23:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2703","3488"," ","18","","1","1","USR","1260","EML","213","","","11/04/2025 10:23:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2704","3488"," ","7","","1","1","USR","1122","EML","213","","","11/04/2025 10:23:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2705","3488"," ","1","","1","1","USR","1121","EML","213","","","11/04/2025 10:23:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2706","3488"," ","13","","1","1","USR","1255","EML","213","","","11/04/2025 10:23:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2707","3488"," ","17","","1","1","USR","1259","EML","213","","","11/04/2025 10:23:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2708","3488"," ","16","","1","1","USR","1258","EML","213","","","11/04/2025 10:23:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2709","3433"," ","2","","1","1","USR","952","EML","","","","14/04/2025 11:21:18","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2710","3433"," ","3","","1","1","USR","953","EML","","","","14/04/2025 11:21:19","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2711","3433"," ","9","","1","1","USR","957","EML","207","","","14/04/2025 11:21:19","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2712","3433"," ","14","","1","1","USR","962","EML","","","","14/04/2025 11:21:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2713","3433"," ","11","","1","1","USR","959","EML","","","","14/04/2025 11:21:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2714","3433"," ","4","","1","1","USR","954","EML","","","","14/04/2025 11:21:20","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2715","3433"," ","12","","1","1","USR","960","EML","","","","14/04/2025 11:21:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2716","3433"," ","5","","1","1","USR","955","EML","","","","14/04/2025 11:21:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2717","3433"," ","15","","1","1","USR","963","EML","","","","14/04/2025 11:21:21","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2718","3433"," ","10","","1","1","USR","958","EML","","","","14/04/2025 11:21:22","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2786","2570","","","","01","1","USR","879","EML","207","","","18/06/2025 08:04:00","MATHEUS.AUGUSTO","18/06/2025 08:04:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","0","0","Teste Matheus","MsCtr_Andamento_EML"
"2787","2529","","0","","01","","USR","879","EML","207","","","18/06/2025 08:12:00","MATHEUS.AUGUSTO","18/06/2025 08:12:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","0","0","Teste Matheus","MsCtr_Andamento_EML"
"2788","3599","","","","1","1","USR","1365","EML","207","","","30/06/2025 16:15:00","MATHEUS.AUGUSTO","01/07/2025 07:59:02","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","adm vendas","MsCtr_Andamento_EML"
"2789","3599","","","Araraquara","1","1","USR","1126","EML","207","","","01/07/2025 07:46:00","MATHEUS.AUGUSTO","03/07/2025 12:03:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2790","3599","","","Barretos","1","1","USR","1124","EML","207","","","01/07/2025 07:51:00","MATHEUS.AUGUSTO","03/07/2025 12:03:32","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2791","3599","","","Bebedouro","1","1","USR","1123","EML","207","","","01/07/2025 07:51:00","MATHEUS.AUGUSTO","03/07/2025 12:03:47","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2792","3599","","","Catanduva","1","1","USR","1256","EML","207","","","01/07/2025 07:51:00","MATHEUS.AUGUSTO","03/07/2025 12:03:55","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2793","3599","","","Franca","1","1","USR","1125","EML","207","","","01/07/2025 07:52:00","MATHEUS.AUGUSTO","03/07/2025 12:04:03","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2794","3599","","","Guaira","1","1","USR","1158","EML","207","","","01/07/2025 07:52:00","MATHEUS.AUGUSTO","03/07/2025 12:04:14","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2795","3599","","","Itapolis","1","1","USR","1127","EML","207","","","01/07/2025 07:52:00","MATHEUS.AUGUSTO","03/07/2025 12:04:25","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2796","3599","","","Ituverava","1","1","USR","1159","EML","207","","","01/07/2025 07:52:00","MATHEUS.AUGUSTO","03/07/2025 12:04:34","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
